,categories,mean_distance
116294,6.0,75.0
116295,10.0,70.3
116296,4.0,56.5
116298,9.0,50.55555555555556
11630,,
116302,10.0,59.81818181818182
116307,2.0,62.5
116308,9.0,64.58333333333333
116309,1.0,45.0
11631,4.0,34.75
116314,8.0,39.25
116317,15.0,70.52941176470588
11632,13.0,51.2
116320,10.0,70.0909090909091
116322,5.0,54.8
116323,4.0,66.25
116324,1.0,76.0
116325,8.0,70.77777777777777
116326,9.0,62.44444444444444
11633,4.0,38.75
116330,7.0,73.0
116335,14.0,69.70833333333333
116337,,
11634,12.0,61.92307692307692
116340,22.0,57.48
116341,6.0,54.833333333333336
116349,9.0,64.58333333333333
11635,4.0,56.0
116354,7.0,77.75
116357,26.0,60.51724137931034
11636,6.0,80.14285714285714
116360,18.0,60.48148148148148
116363,14.0,74.0625
116365,10.0,70.0909090909091
116368,25.0,59.41935483870968
11637,2.0,52.0
116371,16.0,72.76470588235294
116373,7.0,69.75
116384,17.0,59.89473684210526
116385,8.0,49.9
116387,6.0,81.28571428571429
116388,1.0,91.0
116390,11.0,66.54545454545455
116393,8.0,53.75
116395,5.0,62.0
116396,13.0,45.714285714285715
116397,5.0,79.4
116399,,
116402,6.0,80.14285714285714
116403,6.0,74.375
116404,9.0,74.5
116406,24.0,63.36666666666667
116407,18.0,69.75
116410,7.0,63.666666666666664
116412,7.0,53.57142857142857
116413,10.0,54.25
116415,,
116417,8.0,74.22222222222223
11642,11.0,58.642857142857146
116420,21.0,44.666666666666664
116421,10.0,49.0
116425,1.0,86.0
116427,8.0,71.7
116428,14.0,65.23529411764706
116430,9.0,76.36363636363636
116432,7.0,86.28571428571429
116433,24.0,56.5
116438,6.0,55.714285714285715
116440,7.0,65.25
116441,14.0,53.11764705882353
116442,2.0,92.5
116443,,
116444,8.0,76.81818181818181
116446,6.0,80.0
116448,12.0,60.4
11645,10.0,59.18181818181818
116456,2.0,52.0
116457,15.0,65.63157894736842
116460,,
116463,2.0,83.5
116465,10.0,74.18181818181819
116467,5.0,55.8
116468,1.0,72.0
11647,6.0,62.833333333333336
116470,5.0,54.2
116473,25.0,64.28205128205128
116474,7.0,55.42857142857143
116481,15.0,83.72222222222223
116482,5.0,72.2
116483,12.0,81.66666666666667
116484,5.0,54.166666666666664
11649,14.0,72.20833333333333
116495,14.0,66.95833333333333
116496,2.0,96.5
1165,11.0,60.81818181818182
116500,8.0,69.25
116501,4.0,68.57142857142857
116509,24.0,75.7
11651,14.0,78.06666666666666
116511,21.0,75.03448275862068
116512,6.0,59.42857142857143
116513,12.0,78.5
116517,,
116526,16.0,65.5909090909091
116527,15.0,55.10526315789474
116532,12.0,62.46153846153846
116535,2.0,46.0
116538,10.0,70.36363636363636
116541,14.0,63.625
116543,6.0,66.875
116544,7.0,79.85714285714286
116546,8.0,59.22222222222222
116548,11.0,67.0
116551,,
116552,12.0,68.73333333333333
116554,3.0,63.333333333333336
116555,16.0,55.78947368421053
116558,4.0,83.75
116562,5.0,76.2
116566,13.0,65.35714285714286
116568,20.0,64.04761904761905
116571,4.0,47.5
116572,6.0,56.0
116576,7.0,77.14285714285714
116578,15.0,67.8
116579,,
116583,7.0,59.857142857142854
116585,3.0,87.0
116586,13.0,73.17647058823529
116589,16.0,69.42105263157895
116591,14.0,77.25
116592,4.0,47.5
11660,11.0,66.83333333333333
116600,,
116602,5.0,70.33333333333333
116603,1.0,90.0
116611,10.0,76.54545454545455
116614,6.0,59.42857142857143
116617,23.0,71.76
116619,9.0,75.9
116620,2.0,64.0
116622,,
116623,2.0,98.0
116627,,
116628,20.0,50.17857142857143
11663,10.0,53.416666666666664
116636,11.0,63.857142857142854
116640,17.0,65.6774193548387
116641,9.0,64.44444444444444
116642,12.0,69.26666666666667
116644,2.0,56.5
116645,4.0,79.75
116648,1.0,27.0
116652,2.0,92.5
116654,8.0,57.0
116655,6.0,50.833333333333336
116656,22.0,74.78260869565217
116658,3.0,64.33333333333333
116659,7.0,51.857142857142854
11666,6.0,76.83333333333333
116662,2.0,95.0
116663,,
116664,1.0,99.0
116666,13.0,64.78571428571429
116671,8.0,83.66666666666667
116674,2.0,75.5
116676,5.0,51.166666666666664
116677,9.0,69.88888888888889
116680,6.0,75.57142857142857
116685,14.0,74.0625
116691,11.0,58.642857142857146
116693,,
116694,15.0,60.375
116697,9.0,75.1
1167,2.0,79.0
116701,,
116703,11.0,56.72727272727273
116705,8.0,57.666666666666664
116706,15.0,72.73333333333333
116707,,
11671,6.0,57.333333333333336
116710,15.0,65.77272727272727
116715,3.0,38.333333333333336
116717,13.0,68.92307692307692
116718,14.0,74.0625
116725,16.0,61.421052631578945
116726,2.0,92.5
116729,7.0,55.57142857142857
116735,1.0,7.0
116737,6.0,78.66666666666667
116740,7.0,76.22222222222223
116742,12.0,63.5
116746,6.0,72.125
116748,13.0,60.125
116751,7.0,40.42857142857143
116752,15.0,62.916666666666664
116753,3.0,68.0
116755,8.0,57.666666666666664
116758,7.0,64.375
116760,11.0,61.09090909090909
116764,10.0,40.54545454545455
116767,,
116771,7.0,75.125
116773,10.0,89.54545454545455
116775,20.0,69.61904761904762
116778,15.0,60.375
11678,2.0,76.5
116783,1.0,99.0
116784,6.0,62.166666666666664
116786,18.0,74.28
116787,4.0,67.0
116788,,
11679,6.0,81.5
116790,11.0,59.30769230769231
116791,4.0,58.0
116795,8.0,68.5
116798,4.0,38.75
116801,2.0,56.5
116802,2.0,45.5
116803,1.0,87.0
116804,5.0,87.8
116805,,
11681,6.0,95.33333333333333
116811,7.0,58.0
116815,5.0,62.5
116818,21.0,70.75862068965517
116819,6.0,72.5
116820,6.0,79.85714285714286
116821,4.0,79.0
116826,6.0,67.85714285714286
116827,8.0,64.75
116829,1.0,18.0
116830,13.0,48.53333333333333
116831,3.0,66.33333333333333
116835,7.0,70.125
116836,8.0,69.5
116838,7.0,70.125
116846,12.0,65.8
116847,1.0,78.0
116848,,
11685,8.0,71.81818181818181
116850,7.0,66.875
116855,7.0,64.28571428571429
11686,17.0,66.54545454545455
116860,9.0,60.77777777777778
116862,14.0,72.20833333333333
116863,12.0,71.58333333333333
116867,2.0,84.5
116868,6.0,59.42857142857143
116870,3.0,73.0
116871,1.0,58.0
116873,,
116875,5.0,67.8
116876,3.0,84.33333333333333
116883,15.0,67.8
116885,12.0,69.26666666666667
116890,1.0,65.0
116891,2.0,64.0
116896,5.0,57.4
116899,9.0,69.88888888888889
1169,9.0,69.81818181818181
11690,,
116901,6.0,76.71428571428571
116902,2.0,43.5
116907,16.0,55.78947368421053
11691,2.0,62.5
116910,1.0,85.0
116912,4.0,71.25
116918,6.0,77.77777777777777
116920,13.0,74.94736842105263
116923,5.0,68.71428571428571
116926,15.0,67.8
116927,7.0,63.142857142857146
116933,29.0,72.35135135135135
116934,15.0,58.833333333333336
116936,3.0,34.5
116937,,
116945,14.0,57.27272727272727
116946,2.0,88.0
11695,5.0,89.4
116950,4.0,67.0
116952,3.0,73.0
116956,17.0,69.15789473684211
116960,,
116962,12.0,53.714285714285715
116964,23.0,67.43478260869566
116965,6.0,38.0
116968,12.0,74.71428571428571
116970,6.0,55.833333333333336
116971,6.0,75.33333333333333
116973,6.0,74.5
116978,7.0,50.285714285714285
116979,,
116980,2.0,34.5
116981,5.0,65.2
116984,7.0,85.85714285714286
116988,18.0,47.25
116989,14.0,68.75
116990,5.0,61.333333333333336
116991,5.0,72.2
116994,,
116995,4.0,47.0
116996,7.0,78.875
116998,12.0,81.61538461538461
117,18.0,67.44444444444444
1170,13.0,63.357142857142854
11700,5.0,70.4
117001,7.0,73.25
117002,,
117006,3.0,82.33333333333333
117007,2.0,79.5
117011,12.0,58.166666666666664
117012,7.0,66.875
117013,12.0,63.92307692307692
117014,11.0,60.45454545454545
117024,5.0,72.2
117026,7.0,86.28571428571429
117028,4.0,33.25
117029,7.0,77.22222222222223
11703,3.0,58.333333333333336
117030,1.0,64.0
117031,,
117035,4.0,84.5
117036,5.0,61.8
117037,3.0,68.66666666666667
117044,15.0,50.526315789473685
117045,4.0,46.75
117046,9.0,78.0
117047,4.0,57.5
117049,4.0,87.25
117064,13.0,63.357142857142854
117066,7.0,65.11111111111111
117068,2.0,56.5
117069,8.0,76.375
117071,26.0,61.96969696969697
117073,2.0,48.5
117074,2.0,83.75
117076,11.0,67.08333333333333
117078,10.0,61.7
117080,16.0,55.78947368421053
117082,9.0,50.55555555555556
117083,7.0,58.875
117084,7.0,70.125
117085,11.0,45.416666666666664
117091,11.0,70.18181818181819
117092,9.0,65.41666666666667
117094,9.0,64.58333333333333
1171,3.0,66.0
117106,7.0,86.42857142857143
117107,,
11711,15.0,63.94117647058823
117110,2.0,83.0
117114,1.0,94.0
117115,8.0,64.75
117118,3.0,44.333333333333336
117119,10.0,62.7
117121,11.0,68.76923076923077
117122,11.0,54.45454545454545
117123,2.0,90.5
117126,11.0,67.08333333333333
117127,4.0,42.25
117130,6.0,80.5
117131,6.0,66.83333333333333
117137,7.0,39.857142857142854
11714,1.0,87.0
117140,9.0,83.0
117143,1.0,91.0
117146,5.0,87.8
117150,15.0,69.86666666666666
117155,4.0,58.5
117159,3.0,70.66666666666667
117160,6.0,58.166666666666664
117165,15.0,68.11111111111111
11717,13.0,60.125
117171,3.0,72.66666666666667
117172,1.0,52.0
117174,4.0,61.75
117176,2.0,81.5
117177,11.0,67.08333333333333
117178,24.0,61.903225806451616
117181,15.0,55.375
117182,5.0,75.4
117186,7.0,62.57142857142857
117187,2.0,65.0
117188,14.0,66.95833333333333
117192,14.0,74.9375
117197,7.0,65.85714285714286
117200,4.0,89.75
117206,2.0,83.5
117208,12.0,61.083333333333336
117209,3.0,68.33333333333333
11721,6.0,71.16666666666667
117210,4.0,49.5
117211,13.0,70.0
117212,10.0,70.0909090909091
117213,3.0,73.66666666666667
117218,9.0,64.58333333333333
117219,4.0,47.0
11722,4.0,82.33333333333333
117223,3.0,63.333333333333336
117225,5.0,54.8
117226,4.0,56.0
117229,4.0,47.0
117231,10.0,40.54545454545455
117235,9.0,58.2
117237,23.0,59.86666666666667
117238,6.0,74.55555555555556
117239,1.0,99.0
11724,2.0,52.0
117245,2.0,84.0
117250,2.0,83.75
117253,25.0,64.46875
117255,,
117256,13.0,79.46153846153847
117261,2.0,46.0
117263,3.0,91.33333333333333
117264,20.0,66.0909090909091
117266,3.0,38.666666666666664
117267,3.0,60.0
11727,2.0,56.5
117276,15.0,67.8
117277,3.0,64.66666666666667
11728,3.0,77.25
117282,16.0,65.17391304347827
117283,8.0,68.4
117286,15.0,54.95652173913044
117293,15.0,67.8
117297,2.0,93.0
117301,10.0,59.69230769230769
117302,8.0,65.88888888888889
117305,8.0,64.75
117307,8.0,68.4
117308,1.0,66.0
117309,14.0,57.27272727272727
117310,3.0,91.33333333333333
117312,5.0,51.8
117315,9.0,64.55555555555556
117316,8.0,71.81818181818181
117322,7.0,59.857142857142854
117325,,
117330,9.0,69.88888888888889
117331,9.0,67.1
117332,9.0,67.1
117333,5.0,76.8
117334,8.0,68.44444444444444
117338,8.0,81.3
117339,7.0,68.14285714285714
11734,10.0,83.1
117340,23.0,62.793103448275865
117342,1.0,84.0
117345,13.0,45.714285714285715
117347,8.0,62.333333333333336
117348,13.0,70.0
117350,7.0,56.75
117352,1.0,95.0
117357,8.0,71.81818181818181
117359,13.0,65.75
11736,13.0,64.8
117360,1.0,72.0
117364,7.0,72.75
117366,,
117367,5.0,55.0
117368,8.0,65.0
117369,7.0,67.875
117371,2.0,26.5
117372,6.0,59.42857142857143
117373,18.0,47.25
117378,,
11738,16.0,47.94444444444444
117381,2.0,66.5
117382,4.0,66.75
117383,13.0,63.785714285714285
117384,1.0,66.0
117386,,
117389,14.0,77.25
11739,15.0,70.1875
117390,2.0,40.0
117393,2.0,98.0
117395,3.0,58.0
117397,6.0,91.85714285714286
117399,2.0,98.0
117405,4.0,38.75
11741,2.0,93.0
117413,19.0,64.77777777777777
117414,1.0,30.0
117416,16.0,62.75
11742,10.0,59.18181818181818
117421,,
117422,8.0,65.125
117424,7.0,49.75
117426,15.0,63.94117647058823
117428,5.0,82.33333333333333
117429,6.0,41.0
11743,28.0,70.33333333333333
117430,,
117435,1.0,33.0
117436,7.0,73.25
117437,11.0,50.18181818181818
117438,12.0,44.46153846153846
117439,12.0,54.714285714285715
117448,1.0,87.0
117450,6.0,69.5
117453,5.0,88.14285714285714
117455,6.0,79.85714285714286
117457,14.0,58.473684210526315
117458,2.0,43.0
117468,8.0,42.5
117469,6.0,66.875
117471,6.0,66.875
117472,12.0,69.0
117473,9.0,56.44444444444444
117474,5.0,87.16666666666667
117478,1.0,94.0
117479,5.0,72.2
11748,4.0,69.0
117480,16.0,55.78947368421053
117482,7.0,53.714285714285715
117484,18.0,61.7
117485,10.0,71.9
117489,7.0,62.0
11749,12.0,54.714285714285715
117491,2.0,65.0
117493,8.0,70.22222222222223
117496,10.0,56.6
117498,12.0,63.76470588235294
117503,,
117505,6.0,66.83333333333333
117509,10.0,55.3
117515,12.0,78.5
117516,10.0,70.3
117517,4.0,53.75
117518,5.0,83.0
11752,7.0,73.0
117520,14.0,74.0625
117521,12.0,48.833333333333336
117528,16.0,63.89473684210526
117530,17.0,55.714285714285715
117531,11.0,53.72727272727273
117534,6.0,69.5
117535,5.0,55.8
117536,19.0,62.5
117540,4.0,68.5
117542,,
117546,14.0,71.125
117548,17.0,70.17647058823529
117549,4.0,64.0
11755,4.0,68.5
117557,33.0,28.5
117558,3.0,94.66666666666667
117561,9.0,58.9
117564,3.0,68.66666666666667
11757,1.0,45.0
117572,12.0,78.08333333333333
117573,2.0,98.0
117578,4.0,58.0
117581,2.0,42.0
117582,5.0,82.6
117585,4.0,38.75
117586,7.0,50.285714285714285
117587,6.0,61.833333333333336
117588,12.0,78.08333333333333
11759,4.0,60.75
117590,2.0,54.0
117591,14.0,72.64285714285714
1176,1.0,63.0
11760,7.0,64.5
117601,3.0,71.66666666666667
117603,13.0,78.93333333333334
117604,15.0,58.833333333333336
117607,15.0,64.875
117611,14.0,74.0625
117614,6.0,79.28571428571429
117618,12.0,81.66666666666667
117621,3.0,72.33333333333333
117622,9.0,58.2
117633,15.0,67.8
117635,2.0,84.66666666666667
117636,10.0,52.63636363636363
117638,3.0,90.66666666666667
117639,17.0,50.10526315789474
11764,2.0,65.0
117645,9.0,62.44444444444444
117646,7.0,59.857142857142854
117651,10.0,63.7
117653,3.0,56.666666666666664
117658,1.0,74.0
117659,2.0,79.0
11766,13.0,75.375
117660,4.0,82.5
117662,15.0,69.77272727272727
117668,7.0,79.57142857142857
117669,19.0,64.78947368421052
117671,33.0,54.97674418604651
117672,4.0,56.0
117674,7.0,58.714285714285715
117677,5.0,62.8
117679,17.0,70.17647058823529
117680,15.0,69.875
117681,2.0,82.5
117682,14.0,48.2
117683,2.0,96.0
117687,4.0,37.666666666666664
117692,6.0,68.83333333333333
117693,17.0,60.36842105263158
117694,3.0,67.66666666666667
117695,9.0,64.23076923076923
117697,7.0,40.42857142857143
1177,10.0,63.583333333333336
11770,7.0,78.14285714285714
117704,7.0,72.75
117705,6.0,57.166666666666664
117706,3.0,71.0
117709,7.0,60.57142857142857
117711,9.0,67.22222222222223
117715,13.0,60.0
117718,4.0,97.0
117719,4.0,48.0
117720,3.0,74.66666666666667
117722,3.0,81.0
117723,15.0,55.375
117729,7.0,55.285714285714285
11773,,
117731,9.0,46.0
117732,2.0,82.0
117733,4.0,68.5
117735,15.0,67.8
117736,12.0,65.58333333333333
117737,8.0,70.55555555555556
117738,,
11774,11.0,54.166666666666664
117742,3.0,90.66666666666667
117749,6.0,47.0
117751,7.0,66.85714285714286
117752,6.0,39.5
117753,8.0,80.2
117754,6.0,69.16666666666667
117757,3.0,34.5
117759,13.0,64.17391304347827
11776,7.0,64.28571428571429
117761,17.0,70.17647058823529
117762,9.0,70.36363636363636
117767,,
11777,8.0,71.7
117771,6.0,80.5
117778,7.0,79.44444444444444
117779,15.0,62.44444444444444
117780,5.0,66.6
117782,8.0,83.66666666666667
117785,2.0,61.0
117789,9.0,65.63636363636364
11779,6.0,72.5
117790,11.0,69.52941176470588
117796,7.0,65.28571428571429
117798,13.0,59.6
11780,12.0,62.15384615384615
117801,,
117802,,
117803,4.0,95.5
117809,,
117812,3.0,58.25
117814,12.0,77.92307692307692
117817,7.0,85.77777777777777
117822,1.0,39.0
117825,,
117826,1.0,97.0
117830,11.0,56.0
117834,9.0,67.0
11784,2.0,81.0
117843,18.0,45.85
117853,25.0,63.96
117855,7.0,70.57142857142857
117858,5.0,53.2
117859,14.0,68.52380952380952
11786,3.0,52.666666666666664
117860,10.0,70.7
117864,3.0,63.333333333333336
117866,9.0,66.4
117867,,
11787,5.0,55.0
117873,7.0,64.77777777777777
117874,3.0,91.33333333333333
11788,20.0,68.63636363636364
117882,26.0,60.51724137931034
117883,12.0,71.6923076923077
117887,1.0,46.0
117889,13.0,46.92857142857143
11789,12.0,88.15384615384616
117890,10.0,69.66666666666667
117892,17.0,65.15
117894,,
117895,5.0,63.2
117897,1.0,50.0
117898,8.0,49.9
117899,22.0,57.48
1179,8.0,49.9
117901,15.0,61.470588235294116
117904,1.0,30.0
117907,13.0,61.53846153846154
117909,4.0,80.25
117910,,
117911,10.0,62.083333333333336
117914,15.0,67.8
117916,9.0,64.58333333333333
117917,5.0,64.0
117918,7.0,79.44444444444444
117919,,
117923,4.0,81.0
117924,,
117926,10.0,69.4
117929,6.0,65.5
117934,,
117937,10.0,56.666666666666664
117938,9.0,72.9090909090909
11794,,
117940,17.0,64.05263157894737
117941,25.0,73.84375
117942,2.0,89.0
117943,10.0,69.27272727272727
117944,18.0,59.4
117949,9.0,62.44444444444444
117950,9.0,72.1
117954,1.0,42.0
117959,16.0,62.5
117960,1.0,87.0
117963,2.0,78.0
117967,7.0,65.11111111111111
117968,1.0,86.0
117969,10.0,71.9
117972,4.0,64.75
117979,10.0,58.09090909090909
11798,1.0,30.0
117985,1.0,70.0
117987,5.0,93.4
117990,6.0,72.5
117991,14.0,67.5
117992,6.0,57.333333333333336
117994,4.0,90.75
117995,22.0,62.64
117996,3.0,63.0
118,10.0,70.3
1180,3.0,87.0
118000,7.0,61.285714285714285
118001,5.0,53.4
118005,8.0,81.75
118006,9.0,74.45454545454545
118007,8.0,65.77777777777777
118010,2.0,64.0
118013,9.0,65.63636363636364
118014,,
118024,,
118028,20.0,59.642857142857146
118031,7.0,85.0
118032,2.0,95.5
118035,13.0,58.86666666666667
118039,6.0,69.5
118040,26.0,60.93103448275862
118044,2.0,88.5
118045,,
118047,8.0,57.666666666666664
118049,26.0,60.51724137931034
11805,2.0,65.0
118050,10.0,60.18181818181818
118052,10.0,51.9
118055,1.0,99.0
118057,4.0,76.75
11806,9.0,62.44444444444444
118062,12.0,77.53846153846153
118065,6.0,64.33333333333333
11807,26.0,55.65714285714286
118071,11.0,72.0
118074,26.0,55.03225806451613
118076,3.0,92.66666666666667
118078,3.0,63.0
118079,11.0,64.38461538461539
118080,10.0,76.4
118081,9.0,72.11111111111111
118082,18.0,70.68
118087,10.0,63.4
118088,1.0,93.0
118090,,
118092,1.0,99.0
118094,11.0,67.08333333333333
118095,9.0,64.7
118097,8.0,65.125
1181,4.0,56.5
11810,4.0,73.5
118100,,
118101,12.0,78.5
118102,11.0,58.916666666666664
118103,1.0,73.0
118104,16.0,50.5625
118105,3.0,78.0
118108,2.0,94.0
118114,7.0,76.71428571428571
118116,3.0,63.333333333333336
118120,4.0,78.5
118121,10.0,63.833333333333336
118132,6.0,79.28571428571429
118134,20.0,67.86363636363636
118138,2.0,83.0
11814,,
118141,3.0,64.75
118143,11.0,63.54545454545455
118145,16.0,61.11764705882353
11815,1.0,93.0
118150,7.0,68.66666666666667
118151,2.0,62.333333333333336
118152,3.0,38.666666666666664
118156,14.0,54.0
118159,15.0,69.86666666666666
11816,2.0,74.0
118162,6.0,39.333333333333336
118163,7.0,41.6
118165,9.0,73.77777777777777
118167,5.0,40.8
118168,,
11817,,
118171,15.0,62.916666666666664
118177,13.0,58.30769230769231
11818,12.0,61.666666666666664
118181,3.0,49.0
118187,7.0,66.57142857142857
118188,6.0,72.57142857142857
118189,12.0,72.8125
118194,6.0,71.5
118197,18.0,77.42857142857143
118198,5.0,87.8
118199,17.0,57.421052631578945
1182,5.0,87.8
11820,9.0,53.09090909090909
118200,11.0,58.18181818181818
118202,5.0,45.6
118203,13.0,76.8
118204,17.0,62.26315789473684
118212,1.0,31.0
118218,4.0,36.75
118223,1.0,76.0
118227,9.0,69.81818181818181
118228,13.0,66.5
118230,8.0,67.125
118231,7.0,73.25
118234,,
118235,1.0,61.0
118241,17.0,70.17647058823529
118245,,
118261,11.0,43.416666666666664
118262,4.0,58.5
118263,,
118264,10.0,83.1
118267,5.0,67.4
11827,10.0,59.18181818181818
118276,6.0,70.0
118277,10.0,65.45454545454545
118278,,
118279,2.0,81.0
11828,8.0,64.25
118280,4.0,72.25
118282,11.0,76.25
118283,9.0,67.27272727272727
118285,7.0,88.125
118286,8.0,56.625
118287,3.0,88.66666666666667
118288,10.0,70.0909090909091
11829,3.0,60.0
118290,6.0,71.54545454545455
118291,11.0,67.08333333333333
118295,,
118298,3.0,65.0
1183,5.0,69.2
118300,12.0,71.15384615384616
118304,9.0,61.90909090909091
118305,,
118310,6.0,52.333333333333336
118311,7.0,69.25
118315,7.0,60.57142857142857
118320,15.0,67.8
118321,14.0,59.6
118323,2.0,86.0
118324,6.0,80.5
118325,24.0,75.7
118326,8.0,59.625
118328,1.0,89.0
118329,38.0,74.18367346938776
11833,15.0,70.52631578947368
118337,4.0,42.166666666666664
118338,6.0,81.16666666666667
118341,3.0,88.66666666666667
118342,9.0,52.111111111111114
118344,4.0,61.0
118345,8.0,56.625
118347,4.0,85.0
118348,23.0,57.96153846153846
11835,8.0,58.75
118350,13.0,67.92857142857143
118351,9.0,62.45454545454545
118352,20.0,63.09090909090909
118353,10.0,56.18181818181818
118357,3.0,94.33333333333333
118359,29.0,71.5
11836,4.0,65.0
118362,17.0,70.17647058823529
118364,8.0,55.18181818181818
118366,12.0,88.15384615384616
118368,4.0,79.75
11837,18.0,64.85714285714286
118370,2.0,78.0
118371,5.0,82.8
118372,3.0,38.333333333333336
118375,,
118376,5.0,65.5
118377,12.0,74.71428571428571
118379,11.0,59.666666666666664
118380,,
118390,4.0,38.5
118394,8.0,65.77777777777777
118397,23.0,63.44827586206897
118399,6.0,47.714285714285715
1184,1.0,94.0
118403,21.0,68.5
118404,8.0,77.5
118405,9.0,69.88888888888889
118406,24.0,67.1923076923077
118410,,
118411,,
118415,,
118419,,
118424,,
118425,,
118426,,
118429,,
11843,,
118430,,
118431,,
118433,,
118434,,
118435,,
118438,,
118441,,
118444,,
118446,,
118448,,
118449,,
118451,,
118456,,
118459,,
118460,,
118462,,
118464,,
118465,,
11847,,
118478,,
11848,,
118482,,
118485,,
118487,,
118488,,
118489,,
118490,,
118492,,
118493,,
118494,,
118498,,
1185,,
118500,,
118502,,
118504,,
118506,,
118508,,
118510,,
118512,,
118517,,
118518,,
118521,,
118522,,
118523,,
118525,,
118529,,
118531,,
118532,,
118533,,
118534,,
118536,,
118539,,
11854,,
118541,,
118542,,
118546,,
118548,,
118550,,
118552,,
118554,,
118555,,
118556,,
118559,,
11856,,
118560,,
118565,,
118574,,
118576,,
118578,,
11858,,
118580,,
118581,,
118584,,
118585,,
118588,,
118590,,
118593,,
118595,,
118598,,
118600,,
118601,,
118603,,
11861,,
118617,,
11862,,
118622,,
118623,,
118624,,
118632,,
118634,,
118635,,
118636,,
118640,,
118642,,
118648,,
118651,,
118654,,
118656,,
118660,,
118661,,
118663,,
118664,,
118665,,
118668,,
118671,,
118672,,
118683,,
118691,,
118695,,
118697,,
118699,,
1187,,
11870,,
118702,,
118704,,
118707,,
118708,,
118714,,
118718,,
118721,,
118722,,
118725,,
118726,,
118727,,
118728,,
118730,,
118732,,
118734,,
118737,,
118738,,
118740,,
118741,,
118745,,
118746,,
118748,,
118750,,
118752,,
118755,,
118757,,
118759,,
11876,,
118762,,
118763,,
118765,,
118767,,
118769,,
11877,,
118771,,
118774,,
118775,,
118776,,
11878,,
118781,,
118786,,
118787,,
118792,,
118793,,
118796,,
118801,,
118802,,
118806,,
118810,,
118813,,
118814,,
118818,,
11882,,
118821,,
118823,,
118825,,
118828,,
118832,,
118835,,
118836,,
118838,,
118839,,
11884,,
118840,,
118842,,
118843,,
118844,,
118845,,
118846,,
118848,,
118849,,
118851,,
118853,,
118861,,
118864,,
118868,,
11887,,
118871,,
118873,,
118875,,
118877,,
118879,,
11888,,
118881,,
118884,,
118888,,
118889,,
118890,,
118891,,
118893,,
118894,,
118896,,
118899,,
1189,,
118903,,
118904,,
118905,,
11891,,
118910,,
118914,,
118918,,
11892,,
118920,,
118921,,
118924,,
118925,,
118926,,
118928,,
118929,,
11893,,
118932,,
118934,,
118935,,
118938,,
11894,,
118941,,
118946,,
118950,,
118951,,
118954,,
118955,,
118957,,
118962,,
118966,,
118967,,
118969,,
118977,,
118979,,
118982,,
118985,,
118986,,
118987,,
118989,,
118990,,
118994,,
118995,,
118999,,
1190,,
11900,,
119003,,
119007,,
11901,,
119012,,
119013,,
119016,,
119017,,
119020,,
119021,,
119022,,
119024,,
119025,,
119026,,
119027,,
11903,,
119031,,
119033,,
119038,,
119045,,
119046,,
119050,,
119051,,
119052,,
119053,,
119054,,
119055,,
119059,,
119066,,
119069,,
11907,,
119071,,
119076,,
119081,,
119083,,
119084,,
119088,,
119089,,
119090,,
119092,,
119093,,
119094,,
119095,,
119097,,
11910,,
119101,,
119102,,
119103,,
119105,,
11911,,
119110,,
119115,,
119117,,
119118,,
11912,,
119122,,
119124,,
119127,,
119129,,
11913,,
119133,,
119134,,
119139,,
11914,,
119140,,
119141,,
119142,,
119144,,
119148,,
119149,,
11915,,
119154,,
119156,,
11916,,
119165,,
119166,,
119169,,
119170,,
119171,,
119172,,
119177,,
119180,,
119183,,
119184,,
119191,,
119197,,
119199,,
119201,,
119204,,
119206,,
119207,,
119209,,
11921,,
119211,,
119213,,
119215,,
119220,,
119221,,
119222,,
119223,,
119224,,
119225,,
119233,,
119237,,
119240,,
119241,,
119242,,
119244,,
119245,,
119255,,
119257,,
119259,,
11926,,
119262,,
119266,,
119267,,
11927,,
119271,,
119272,,
119276,,
119277,,
119284,,
119289,,
119291,,
119298,,
119299,,
11930,,
119301,,
119302,,
119304,,
119309,,
119310,,
119312,,
119313,,
119315,,
119322,,
119325,,
119327,,
119328,,
11933,,
119332,,
119336,,
119338,,
119339,,
11934,,
119340,,
119343,,
119346,,
119348,,
119350,,
119356,,
119357,,
119362,,
119366,,
119367,,
119370,,
119372,,
119374,,
11938,,
119380,,
119385,,
119386,,
119388,,
11939,,
119390,,
119393,,
119396,,
119397,,
119398,,
119400,,
119401,,
119406,,
119407,,
11941,,
119415,,
119416,,
119418,,
119419,,
11942,,
119420,,
119422,,
119425,,
119427,,
119433,,
119434,,
119440,,
119443,,
119449,,
119450,,
119453,,
119456,,
119458,,
119460,,
119461,,
119463,,
119466,,
119468,,
11947,,
119470,,
119472,,
119473,,
119476,,
11948,,
119480,,
119483,,
119486,,
119490,,
119494,,
119495,,
119499,,
119501,,
119507,,
119510,,
119512,,
119513,,
119515,,
119516,,
119518,,
119519,,
119521,,
119523,,
119525,,
11953,,
119531,,
119534,,
119536,,
119539,,
11954,,
119540,,
119546,,
11955,,
119552,,
119553,,
119554,,
119557,,
119560,,
119562,,
119563,,
119567,,
119572,,
119576,,
119580,,
119582,,
119583,,
119587,,
11959,,
119593,,
119594,,
119597,,
119598,,
1196,,
11960,,
119606,,
119609,,
119612,,
119614,,
119615,,
119619,,
119620,,
119622,,
119624,,
119625,,
119626,,
119627,,
119628,,
